person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
-0.4271631074314801,2.759666142353572,0,-0.18763033783466687,1,0,1.0214547402536371,-1.288396412990311,-0.9379561331067104,0,-0.442816730833711,0
-1.059357714898069,-0.7540401697583837,3,0.05538283674905181,4,1,-1.2816641233452177,0.37932711725135265,-0.8443279183077657,0,-0.442816730833711,1
-0.4271631074314801,-0.20471701655271785,0,1.2704487096676451,3,1,1.0214547402536371,0.49310942438285005,1.2154928072690214,0,-0.9385143395458824,0
0.0469828481684617,-0.7728741064397209,2,-0.18763033783466687,3,2,-0.7257388804075631,0.9644932682133401,1.2154928072690214,0,0.5485784865906317,1
-0.4271631074314801,-0.2518018582560606,0,-0.6736566870021042,5,0,0.06844003807480073,-1.0120679528138168,0.27921065927957295,0,-0.9385143395458824,0
0.5211288037684035,-0.09485238591158465,0,-0.6736566870021042,2,1,-0.09039574562167202,0.5451241933572489,-0.18893041471515157,0,0.5485784865906317,0
-0.7432604111647746,0.3289111894185005,0,-1.1596830361695416,1,2,0.38611160546774626,0.5581278856008489,-0.28255862951409627,1,-0.9385143395458824,0
0.20503150003510895,-0.3773614361316414,3,-1.1596830361695416,2,3,-0.7257388804075631,1.2830837281815333,-0.4698150591119862,0,0.7964272909467174,1
-0.7432604111647746,-0.13408975399770365,3,0.05538283674905181,1,0,-0.09039574562167202,-1.33390933584291,-0.09530219991620661,0,-0.9385143395458824,0
-0.9013090630314219,-0.6598704863516982,3,-1.1596830361695416,4,1,-1.186362653127334,0.3890798864340528,-0.7506997035088209,0,-0.9385143395458824,0
-0.5852117592981274,-0.5845347396263497,3,-0.9166698615858229,0,0,-0.16981363746990838,-0.0075327269957387605,1.2154928072690214,0,-0.9385143395458824,0
-0.4271631074314801,-0.5186159612416698,0,0.2983960113327705,5,0,-0.24923152931814477,-1.4281861046090079,0.6537235184753523,0,-0.6906655351897967,0
1.6274693668349343,-0.5029210140072222,2,-0.18763033783466687,2,2,0.22727582177127348,0.9644932682133401,1.4027492368669114,1,2.779217725795403,0
-0.9013090630314219,-0.4621141511976584,0,-0.6736566870021042,0,0,0.060498248889977096,-1.2103742595287126,0.9346081628721872,0,-0.6906655351897967,0
-0.2691144555648328,-0.4872260667727746,0,1.2704487096676451,4,1,-0.24923152931814477,0.5451241933572489,0.5600953036764076,0,-0.6906655351897967,0
-0.11106580369818557,-0.3302765944282986,2,1.0274355350839266,3,0,0.38611160546774626,-1.6199905652021036,0.9346081628721872,0,0.30072968223454605,0
-0.4271631074314801,0.37599603112184327,0,-0.6736566870021042,3,1,0.8626189565571645,0.457349270712951,-0.0016739851172616544,0,-0.9385143395458824,0
-0.4271631074314801,0.017319401973012325,3,1.0274355350839266,3,3,-1.0434104478005086,1.6276815726369254,-1.218840777503545,1,-0.442816730833711,1
0.5211288037684035,-0.01637764973934667,0,-0.43064351241838555,0,2,0.06844003807480073,0.8442091149600424,-0.18893041471515157,0,0.05288087787846036,0
-0.2691144555648328,0.40424693614384893,3,0.5414091859164891,3,2,0.9340950592205772,-0.033540111482938215,-0.28255862951409627,1,-0.6906655351897967,1
-0.5852117592981274,-0.3302765944282986,3,-1.1596830361695416,5,2,0.06844003807480073,0.6816629619150459,0.46646708887746263,1,-0.442816730833711,0
-0.4271631074314801,-0.4087513306005366,3,-0.43064351241838555,1,1,1.0214547402536371,0.22653373338905633,2.1517749552584706,0,-0.442816730833711,1
